Prompt,Generated Recipe
"Generate a vegetarian recipe for dinner with cucumber, lemongrass, eggplant, yogurt, avoiding rice.","Dish: Ingredients: cucumber, lemongrass, eggplant, yogurt. Instructions: Combine cucumber, lemongrass, eggplant, add yogurt, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with sesame seeds, chickpeas, mushrooms, potato, avoiding carrot.","Dish: Ingredients: sesame seeds, chickpeas, mushrooms, potato. Instructions: Combine sesame seeds, chickpeas, mushrooms, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, tofu, pasta, onion, avoiding chickpeas.","Dish: Ingredients: lentils, tofu, pasta, onion. Instructions: Combine lentils, tofu, pasta, add onion, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tomato, avocado, sesame seeds, cilantro, avoiding coconut milk.","Dish: Ingredients: tomato, avocado, sesame seeds, cilantro. Instructions: Combine tomato, avocado, sesame seeds, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with avocado, eggplant, olive oil, cucumber, avoiding onion.","Dish: Ingredients: avocado, eggplant, olive oil, cucumber. Instructions: Combine avocado, eggplant, olive oil, add cucumber, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with chickpeas, ginger, basil, potato, avoiding tomato.","Dish: Ingredients: chickpeas, ginger, basil, potato. Instructions: Combine chickpeas, ginger, basil, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with carrot, sesame seeds, soy sauce, rice, avoiding chickpeas.","Dish: Ingredients: carrot, sesame seeds, soy sauce, rice. Instructions: Combine carrot, sesame seeds, soy sauce, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with tomato, cashews, garlic, lentils, avoiding cilantro.","Dish: Ingredients: tomato, cashews, garlic, lentils. Instructions: Combine tomato, cashews, garlic, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with garlic, bell peppers, rice, avocado, avoiding spinach.","Dish: Ingredients: garlic, bell peppers, rice, avocado. Instructions: Combine garlic, bell peppers, rice, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lentils, carrot, avocado, basil, avoiding eggplant.","Dish: Ingredients: lentils, carrot, avocado, basil. Instructions: Combine lentils, carrot, avocado, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, cucumber, cashews, basil, avoiding carrot.","Dish: Ingredients: chickpeas, cucumber, cashews, basil. Instructions: Combine chickpeas, cucumber, cashews, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cashews, garlic, carrot, sesame seeds, avoiding chickpeas.","Dish: Ingredients: cashews, garlic, carrot, sesame seeds. Instructions: Combine cashews, garlic, carrot, add sesame seeds, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with carrot, mushrooms, tomato, tofu, avoiding lemongrass.","Dish: Ingredients: carrot, mushrooms, tomato, tofu. Instructions: Combine carrot, mushrooms, tomato, add tofu, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with sesame seeds, chickpeas, soy sauce, olive oil, avoiding cilantro.","Dish: Ingredients: sesame seeds, chickpeas, soy sauce, olive oil. Instructions: Combine sesame seeds, chickpeas, soy sauce, add olive oil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with soy sauce, spinach, pasta, rice, avoiding onion.","Dish: Ingredients: soy sauce, spinach, pasta, rice. Instructions: Combine soy sauce, spinach, pasta, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, carrot, soy sauce, basil, avoiding mushrooms.","Dish: Ingredients: sesame seeds, carrot, soy sauce, basil. Instructions: Combine sesame seeds, carrot, soy sauce, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with potato, cashews, yogurt, garlic, avoiding basil.","Dish: Ingredients: potato, cashews, yogurt, garlic. Instructions: Combine potato, cashews, yogurt, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with pasta, potato, coconut milk, tomato, avoiding cashews.","Dish: Ingredients: pasta, potato, coconut milk, tomato. Instructions: Combine pasta, potato, coconut milk, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cilantro, yogurt, eggplant, lemongrass, avoiding tomato.","Dish: Ingredients: cilantro, yogurt, eggplant, lemongrass. Instructions: Combine cilantro, yogurt, eggplant, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with eggplant, breadcrumbs, chickpeas, soy sauce, avoiding cashews.","Dish: Ingredients: eggplant, breadcrumbs, chickpeas, soy sauce. Instructions: Combine eggplant, breadcrumbs, chickpeas, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tomato, mushrooms, basil, cashews, avoiding parmesan.","Dish: Ingredients: tomato, mushrooms, basil, cashews. Instructions: Combine tomato, mushrooms, basil, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with spinach, cashews, cilantro, soy sauce, avoiding onion.","Dish: Ingredients: spinach, cashews, cilantro, soy sauce. Instructions: Combine spinach, cashews, cilantro, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, cashews, sesame seeds, cucumber, avoiding soy sauce.","Dish: Ingredients: basil, cashews, sesame seeds, cucumber. Instructions: Combine basil, cashews, sesame seeds, add cucumber, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with yogurt, basil, breadcrumbs, rice, avoiding lemongrass.","Dish: Ingredients: yogurt, basil, breadcrumbs, rice. Instructions: Combine yogurt, basil, breadcrumbs, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, tomato, garlic, pasta, avoiding soy sauce.","Dish: Ingredients: lentils, tomato, garlic, pasta. Instructions: Combine lentils, tomato, garlic, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tomato, olive oil, spinach, avocado, avoiding lentils.","Dish: Ingredients: tomato, olive oil, spinach, avocado. Instructions: Combine tomato, olive oil, spinach, add avocado, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with garlic, coconut milk, eggplant, parmesan, avoiding lentils.","Dish: Ingredients: garlic, coconut milk, eggplant, parmesan. Instructions: Combine garlic, coconut milk, eggplant, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with bell peppers, olive oil, potato, tomato, avoiding rice.","Dish: Ingredients: bell peppers, olive oil, potato, tomato. Instructions: Combine bell peppers, olive oil, potato, add tomato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, ginger, cashews, breadcrumbs, avoiding tofu.","Dish: Ingredients: coconut milk, ginger, cashews, breadcrumbs. Instructions: Combine coconut milk, ginger, cashews, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tomato, spinach, breadcrumbs, potato, avoiding lemongrass.","Dish: Ingredients: tomato, spinach, breadcrumbs, potato. Instructions: Combine tomato, spinach, breadcrumbs, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with carrot, cilantro, avocado, chickpeas, avoiding eggplant.","Dish: Ingredients: carrot, cilantro, avocado, chickpeas. Instructions: Combine carrot, cilantro, avocado, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with olive oil, pasta, cashews, spinach, avoiding ginger.","Dish: Ingredients: olive oil, pasta, cashews, spinach. Instructions: Combine olive oil, pasta, cashews, add spinach, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lentils, spinach, tofu, carrot, avoiding sesame seeds.","Dish: Ingredients: lentils, spinach, tofu, carrot. Instructions: Combine lentils, spinach, tofu, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with eggplant, rice, avocado, lemongrass, avoiding yogurt.","Dish: Ingredients: eggplant, rice, avocado, lemongrass. Instructions: Combine eggplant, rice, avocado, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with mushrooms, cashews, olive oil, potato, avoiding yogurt.","Dish: Ingredients: mushrooms, cashews, olive oil, potato. Instructions: Combine mushrooms, cashews, olive oil, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with rice, avocado, potato, olive oil, avoiding tofu.","Dish: Ingredients: rice, avocado, potato, olive oil. Instructions: Combine rice, avocado, potato, add olive oil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with sesame seeds, soy sauce, avocado, breadcrumbs, avoiding onion.","Dish: Ingredients: sesame seeds, soy sauce, avocado, breadcrumbs. Instructions: Combine sesame seeds, soy sauce, avocado, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cucumber, ginger, coconut milk, lemongrass, avoiding tomato.","Dish: Ingredients: cucumber, ginger, coconut milk, lemongrass. Instructions: Combine cucumber, ginger, coconut milk, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, spinach, breadcrumbs, bell peppers, avoiding sesame seeds.","Dish: Ingredients: basil, spinach, breadcrumbs, bell peppers. Instructions: Combine basil, spinach, breadcrumbs, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with ginger, lemongrass, cilantro, potato, avoiding bell peppers.","Dish: Ingredients: ginger, lemongrass, cilantro, potato. Instructions: Combine ginger, lemongrass, cilantro, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with bell peppers, ginger, olive oil, spinach, avoiding chickpeas.","Dish: Ingredients: bell peppers, ginger, olive oil, spinach. Instructions: Combine bell peppers, ginger, olive oil, add spinach, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with avocado, breadcrumbs, cashews, potato, avoiding cucumber.","Dish: Ingredients: avocado, breadcrumbs, cashews, potato. Instructions: Combine avocado, breadcrumbs, cashews, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lentils, soy sauce, cilantro, basil, avoiding avocado.","Dish: Ingredients: lentils, soy sauce, cilantro, basil. Instructions: Combine lentils, soy sauce, cilantro, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cilantro, spinach, coconut milk, cashews, avoiding onion.","Dish: Ingredients: cilantro, spinach, coconut milk, cashews. Instructions: Combine cilantro, spinach, coconut milk, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with eggplant, sesame seeds, bell peppers, soy sauce, avoiding cashews.","Dish: Ingredients: eggplant, sesame seeds, bell peppers, soy sauce. Instructions: Combine eggplant, sesame seeds, bell peppers, add soy sauce, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with breadcrumbs, soy sauce, chickpeas, onion, avoiding sesame seeds.","Dish: Ingredients: breadcrumbs, soy sauce, chickpeas, onion. Instructions: Combine breadcrumbs, soy sauce, chickpeas, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cucumber, yogurt, ginger, tomato, avoiding rice.","Dish: Ingredients: cucumber, yogurt, ginger, tomato. Instructions: Combine cucumber, yogurt, ginger, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cashews, soy sauce, lentils, mushrooms, avoiding tomato.","Dish: Ingredients: cashews, soy sauce, lentils, mushrooms. Instructions: Combine cashews, soy sauce, lentils, add mushrooms, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with tofu, pasta, eggplant, cashews, avoiding spinach.","Dish: Ingredients: tofu, pasta, eggplant, cashews. Instructions: Combine tofu, pasta, eggplant, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with breadcrumbs, coconut milk, lentils, bell peppers, avoiding cashews.","Dish: Ingredients: breadcrumbs, coconut milk, lentils, bell peppers. Instructions: Combine breadcrumbs, coconut milk, lentils, add bell peppers, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with onion, tomato, chickpeas, spinach, avoiding tofu.","Dish: Ingredients: onion, tomato, chickpeas, spinach. Instructions: Combine onion, tomato, chickpeas, add spinach, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with tofu, potato, onion, olive oil, avoiding soy sauce.","Dish: Ingredients: tofu, potato, onion, olive oil. Instructions: Combine tofu, potato, onion, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lentils, spinach, pasta, lemongrass, avoiding tofu.","Dish: Ingredients: lentils, spinach, pasta, lemongrass. Instructions: Combine lentils, spinach, pasta, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with pasta, carrot, soy sauce, lemongrass, avoiding rice.","Dish: Ingredients: pasta, carrot, soy sauce, lemongrass. Instructions: Combine pasta, carrot, soy sauce, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with spinach, lemongrass, sesame seeds, avocado, avoiding parmesan.","Dish: Ingredients: spinach, lemongrass, sesame seeds, avocado. Instructions: Combine spinach, lemongrass, sesame seeds, add avocado, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with breadcrumbs, ginger, pasta, eggplant, avoiding lentils.","Dish: Ingredients: breadcrumbs, ginger, pasta, eggplant. Instructions: Combine breadcrumbs, ginger, pasta, add eggplant, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with olive oil, sesame seeds, potato, spinach, avoiding carrot.","Dish: Ingredients: olive oil, sesame seeds, potato, spinach. Instructions: Combine olive oil, sesame seeds, potato, add spinach, cook thoroughly, and serve hot."
